YearMonth,monthly_return,picks,cumulative_return,model_name,evaluation_name
2022-08-31,-0.11471543574259169,21,-0.2589792678088474,XGBoost,walk_forward
2022-09-30,0.08202586436575968,21,-0.19819640173791997,XGBoost,walk_forward
2022-10-31,0.045943251213240166,21,-0.1613589375992852,XGBoost,walk_forward
2022-11-30,-0.037006836470965795,21,-0.19239439025338545,XGBoost,walk_forward
2022-12-31,0.08415108367953572,21,-0.12443350300753575,XGBoost,walk_forward
2023-01-31,-0.03608690185037483,21,-0.1560299852479794,XGBoost,walk_forward
2023-02-28,0.04913138335601866,21,-0.11456457091221306,XGBoost,walk_forward
2023-03-31,0.006566464203844473,21,-0.10875039086229232,XGBoost,walk_forward
2023-04-30,0.01666851133678279,21,-0.09389458664847716,XGBoost,walk_forward
2023-05-31,0.057102873581919664,21,-0.042153363777972075,XGBoost,walk_forward
2023-06-30,0.030122700704707146,21,-0.01330043623404542,XGBoost,walk_forward
2023-07-31,-0.012752546747907066,21,-0.025883368547110264,XGBoost,walk_forward
2023-08-31,-0.045265882720360855,21,-0.06997761774240974,XGBoost,walk_forward
2023-09-30,-0.004156267121267633,21,-0.07384303919182988,XGBoost,walk_forward
2023-10-31,0.08131009485929816,21,0.00146287114608179,XGBoost,walk_forward
2023-11-30,0.07010450008629013,21,0.0716699250827586,XGBoost,walk_forward
2023-12-31,0.0008078483102003028,21,0.0725356718208292,XGBoost,walk_forward
2024-01-31,0.0778512421524003,21,0.15603390612483992,XGBoost,walk_forward
2024-02-29,0.027413569243321813,21,0.1877249216580208,XGBoost,walk_forward
2024-03-31,-0.047438413772943715,21,0.1313811353759704,XGBoost,walk_forward
2024-04-30,0.05274704809317318,21,0.19105815053535546,XGBoost,walk_forward
2024-05-31,0.015513537655413422,21,0.20953567600347278,XGBoost,walk_forward
2024-06-30,0.01013397244710208,21,0.2217930772178791,XGBoost,walk_forward
2024-07-31,0.028269436008391206,21,0.25633247842978535,XGBoost,walk_forward
2024-08-31,0.06451276365404639,21,0.33738195868162846,XGBoost,walk_forward
2024-09-30,0.005667697931952987,21,0.3449618356430795,XGBoost,walk_forward
2024-10-31,0.04675046822894103,21,0.40783943120944954,XGBoost,walk_forward
2024-11-30,-0.024770242072132267,21,0.3729669076996984,XGBoost,walk_forward
2024-12-31,0.03999009737915841,21,0.42787198803697146,XGBoost,walk_forward
2025-01-31,0.02472257233263898,21,0.4631726565429646,XGBoost,walk_forward
2025-02-28,-0.0366577116190116,21,0.4095360952505893,XGBoost,walk_forward
2025-03-31,-0.03856461882537181,21,0.3551778730166475,XGBoost,walk_forward
2025-04-30,0.042145567085420964,21,0.41229261297654873,XGBoost,walk_forward
2025-05-31,0.06965913818728532,21,0.5106716992647644,XGBoost,walk_forward
2025-06-30,0.013987559018690013,21,0.531802308816095,XGBoost,walk_forward
2025-07-31,0.051999015196838645,21,0.6114545203507755,XGBoost,walk_forward
2025-08-31,0.0765233685145277,21,0.7347684484559793,XGBoost,walk_forward
2025-09-30,0.05966487977472665,21,0.8382731993700943,XGBoost,walk_forward
2025-10-31,0.0019373248460591373,21,0.8418345317130786,XGBoost,walk_forward
2025-11-30,0.014094439520754806,21,0.8677941571275463,XGBoost,walk_forward
